,Id,Primary Title,Original Title,Year,Genres,Average Rating,# of Votes
2466,tt1802198,Man with No Name, Wu ming zhe,2010, Documentary,7.6,92
2467,tt1805334,Distant Thunder, Mi cheng,2010, Drama,5.7,37
2468,tt1809343,Sparkling Red Star, Shan shan de hong xing,1974, Drama&War,6.2,91
2469,tt1810602,If You Are the One 2, Fei cheng wu rao 2,2010, Comedy&Romance,5.9,1415
2471,tt1810858,Wind Blast, Xi Feng Lie,2010, Action,5.1,355
2472,tt1811303,Bad Romance, Hua wei mei,2011, Drama&Romance,4.9,76
2474,tt1814830,Piercing I, Piercing I,2010, Animation&Crime&Drama,6.8,119
2475,tt1815638,A Woman for Two, Chun Tao,1988, Drama,7.4,30
2477,tt1819766,Who Do I Think I Am?, Who Do I Think I Am?,2011, Biography&Documentary&Music,7.3,9
2478,tt1819769,My Fair Son, Wo ruhua si yu de erzi,2005, Drama,4.5,77
2479,tt1825731,Da Xiao Jiang Hu, Da Xiao Jiang Hu,2010, Comedy,4.0,299
2480,tt1825732,Da wei wang, Da wei wang,2009, N/A,2.3,9
2482,tt1830913,Night Inn, Ye dian,1947, Drama,7.3,10
2483,tt1831832,Star Appeal, Xingxing xiangxi xi,2004, Drama&Sci-Fi,3.6,23
2484,tt1832439,Qinghai chongwen, Qinghai chongwen,1929, Drama,5.4,11
2486,tt1838515,Joyful Reunion, Yin shi nan nü - Hao yuan you hao jin,2012, Comedy&Romance,4.5,117
2490,tt1841701,Foreigner, Lao Wai,2010, Comedy&Drama&Music,6.0,24
2493,tt1847591,Fortune Teller, Fortune Teller,2010, Documentary,7.9,94
2494,tt1847646,Meishi Street, Meishi Street,2006, Documentary,7.9,8
2495,tt1847683,San Yuan Li, San Yuan Li,2003, Documentary,6.7,16
2496,tt1847713,The Guillotines, Xue di zi,2012, Action&Drama,4.7,1267
2497,tt1847747,We are the ... of Communism, We are the ... of Communism,2007, Documentary,6.6,9
2499,tt1849786,Jing tian dong di, Jing tian dong di,2009, Action,2.2,5
2500,tt1851871,Choyleefut: Speed of Light, Cai li fu,2011, Action&Comedy&Drama,4.2,479
2504,tt1856038,Love in Space, Quan qiu re lian,2011, Comedy&Romance,5.5,325
2506,tt1857913,The Sorcerer and the White Snake, Bai she chuan shuo,2011, Action&Fantasy&Romance,5.8,8116
2507,tt1859619,The Transition Period, The Transition Period,2010, Documentary&History,7.5,66
2508,tt1860308,Shanshan de hongxin haizi de tiankong, Shanshan de hongxin haizi de tiankong,2007, Animation,6.0,14
2509,tt1861297,Boatmans Daughter, Chuan jia nu,1935, Drama,3.8,5
2510,tt1861421,Sien lui yau wan, Sien lui yau wan,2011, Fantasy&Horror,5.6,1270
2511,tt1864411,Mayday 3DNA, Wu yue tian zhui meng 3DNA,2011, Documentary&Drama&Music,5.7,127
2513,tt1865516,Tape, Tape,2011, Biography&Documentary&Drama,7.0,5
2515,tt1871360,Restoring the Light, Restoring the Light,2011, Documentary&Drama,8.5,19
2517,tt1874412,AniMen: Triton Force, AniMen: Triton Force,2010, Adventure&Animation&Sci-Fi,4.3,228
2518,tt1874516,Gu Nainai, Gu Nainai,2010, Documentary&History,8.5,19
2519,tt1876441,The Man Behind the Courtyard House, Shou Wang Zhe,2011, Crime&Drama&Mystery,5.9,112
2520,tt1876517,Legend of Kung Fu Rabbit, Tu xia chuan qi,2011, Action&Adventure&Animation,3.1,534
2521,tt1878842,A Jewish Girl in Shanghai, A Jewish Girl in Shanghai,2010, Animation&Drama&War,5.9,27
2522,tt1880203,Freedom Hills, Freedom Hills,2010, Drama&Music&Romance,8.6,8
2524,tt1883187,Fen Dou, Fen Dou,2011, Drama&Romance,3.7,24
2525,tt1883397,Underdog Knight 2, Ying han 2: Feng pei dao di,2011, Action&Crime,6.0,158
2526,tt1883399,Mr. Zhai, Zhai Nan Zong Dong Yuan,2011, Comedy&Romance,3.1,24
2527,tt1883400,The Purple House, Zi Zhai,2011, Horror&Mystery&Romance,5.4,34
2528,tt1884331,Jiong Tan Jia Ren, Jiong Tan Jia Ren,2011, Comedy&Horror,5.6,9
2529,tt1885448,The Warring States, Zhan guo,2011, Drama&War,4.5,481
2530,tt1886763,Ye Jing Hun, Ye Jing Hun,2011, Horror,3.4,18
2531,tt1887945,The Law of Attraction, Wan You Yin Li,2011, Drama,5.6,143
2532,tt1887955,Yin hun nan nu, Yin hun nan nu,2011, Drama,5.1,122
2534,tt1896767,Lock Destination, Jian shi chu ji,2011, Action&Drama,4.0,43
2535,tt1899193,Gen Zong Kong Ling Xue, Gen Zong Kong Ling Xue,2011, Comedy&Mystery,6.5,23
2536,tt1900886,Kung Fu Wing Chun, Gong fu yong chun,2010, Action&Comedy&Romance,6.6,371
2538,tt1907717,Adventure of the King, Long feng dian,2010, Comedy&Romance,5.0,121
2541,tt1915545,Min Gan Shi Jian, Min Gan Shi Jian,2010, Drama&Mystery&Romance,6.1,17
2542,tt1918883,The Old Testament, Jiu yue,2001, Drama,5.7,19
2543,tt1919137,The Last Supper, Wang de Shengyan,2012, Action&History,5.7,729
2544,tt1920885,Big Fish & Begonia, Da yu hai tang,2016, Adventure&Animation&Drama,7.1,4977
2545,tt1920928,Forbidden Kiss, Gu bao zhi wen,2012, Romance,6.9,16
2546,tt1922566,Sauna on Moon, Change,2011, Drama,5.4,30
2548,tt1924440,Walking to School, Walking to School,2009, Drama,8.0,14
2549,tt1929278,Welcome to Shamatown, Jue zhan cha ma zhen,2010, Adventure&Comedy&Western,5.6,141
2551,tt1934335,A Beautiful Life, Mei li ren sheng,2011, Drama&Romance,6.7,805
2554,tt1941536,Romancing in Thin Air, Gao hai ba zhi lian II,2012, Drama&Romance,6.2,447
2557,tt1943048,My Own Swordsman, Wu lin wai zhuan,2011, Action&Comedy,5.3,331
2558,tt1946502,UglyDolls, UglyDolls,2019, Adventure&Animation&Comedy,5.0,5962
2560,tt1961203,Black Blood, Black Blood,2011, Drama,5.5,32
2561,tt1967478,Coming Back, Hui ma qiang,2011, Comedy&Crime&Drama,3.8,29
2565,tt1978472,Lucky Dog, Erduo da you fu,2008, Drama,7.3,56
2566,tt1980046,Beijing Besieged by Waste, Beijing Besieged by Waste,2012, Documentary&News,7.7,54
2567,tt1980198,Mysterious Island, Gu dao jing hun,2011, Horror,3.0,287
2569,tt1980971,Ghosts of Old Shanghai, Ghosts of Old Shanghai,2011, Horror&Thriller,7.3,7
2570,tt1981080,Tai ji 1: Cong ling kai shi, Tai ji 1: Cong ling kai shi,2012, Action&Adventure&Drama,6.1,4854
2571,tt1982693,Guangrongde Fennu, Guangrongde Fennu,2006, Drama,7.3,69
2573,tt1985176,Perfect Baby, Ba li bao bei,2011, Drama,5.4,53
2574,tt1990211,The Devil Inside Me, Duo ming xin tiao,2011, Horror&Thriller,5.6,63
2575,tt1990255,The Pretending Lovers, Jia Zhuang Qing Lv,2011, Comedy&Romance,5.5,79
2576,tt1990256,Rest on Your Shoulder, Jian Shang Die,2011, Drama&Fantasy&Romance,4.9,82
2578,tt1997605,My Sassy Girl 2, Wo De Ye Man Nu You 2,2010, Comedy&Romance,4.8,82
2579,tt1997606,Midnight Beating, Wu ye xin tiao,2010, Horror&Thriller,4.2,24
2580,tt1997607,Pleasant Goat and Big Big Wolf 3, Xi Yang Yang Yu Hui Tai Lang Zhi Tu Nian Ding Gua Gua,2011, Adventure&Animation&Comedy,4.8,54
2581,tt2004211,Dear Enemy, Qin Mi Di Ren,2011, Comedy&Romance,4.6,144
2582,tt2007521,Xiang Xiao Qiang Yi Yang Huo Zhe, Xiang Xiao Qiang Yi Yang Huo Zhe,2011, Comedy,4.9,7
2584,tt2009551,Guerrillas on the Plain, Ping yuan you ji dui,1955, War,7.0,16
2586,tt2011366,Waking the Green Tiger, Waking the Green Tiger,2011, Documentary&History&News,7.7,18
2588,tt2016857,Ba xian de chuan shuo, Ba xian de chuan shuo,1985, Drama&Fantasy,6.2,13
2589,tt2016992,Son of the Stars, Xing xing de hai zi,2011, Drama,7.0,6
2590,tt2017049,Zan men de niu bai sui, Zan men de niu bai sui,1983, Drama,6.7,13
2591,tt2017561,Journey to the West, Xi you: Xiang mo pian,2013, Action&Adventure&Comedy,6.8,11733
2592,tt2023449,Dead Men Talking, Dead Men Talking,2011, Documentary,6.4,42
2593,tt2027098,Space Dream, Fei tian,2011, Drama,4.9,16
2594,tt2027211,Seer, Sai er hao,2011, Adventure&Animation&Family,3.3,12
2595,tt2027223,Don Quixote, Tang Ji Ke De,2010, Action&Adventure&Drama,5.4,29
2597,tt2027279,Yang Shan Zhou, Yang Shan Zhou,2011, Drama,6.0,6
2598,tt2034747,Serfs, Nong nu,1963, Drama,6.6,14
2600,tt2040434,Legend of the Moles: The Frozen Horror, Mo er zhuang yuan bing shi ji,2011, Adventure&Animation&Fantasy,4.8,6
2601,tt2042432,11 Flowers, Wo 11,2011, Crime&Drama&History,7.0,633
2602,tt2043878,Mr. Tree, Hello! Shu xian sheng,2011, Comedy&Drama,6.7,299
2603,tt2044077,The Sword Identity, Wo kou de zong ji,2011, Action,5.4,544
2604,tt2044847,Seven Arhat, Qi Xiao Luo Han,2010, Action&Comedy,5.3,33
2605,tt2046152,The Locked Door, Nu ren ru hua,2012, Drama,6.6,34
2607,tt2047732,Storm Rider Clash of the Evils, Feng Yun Jue,2008, Action&Adventure&Animation,5.7,178
2608,tt2049598,Hee Travels, Xi You Ji,2010, Comedy&Fantasy,2.0,47
2609,tt2049599,Illusion Apartment, Yi du gong yu,2010, Horror&Thriller,4.2,11
2610,tt2050604,People Mountain People Sea, Ren shan ren hai,2011, Crime&Drama&Thriller,6.1,199
2612,tt2058673,Point Break, Point Break,2015, Action&Adventure&Crime,5.4,59264
2613,tt2061621,Cool Young, Cool Young,2011, Drama,4.3,15
2615,tt2062596,Mural, Hua bi,2011, Fantasy,5.3,524
2616,tt2062659,The Sun Beaten Path, Dbus lam gyi nyi ma,2011, Drama,6.8,28
2617,tt2062978,Lost in Panic Cruise, Mi shi zi bu ke kao an,2011, Mystery,5.1,52
2619,tt2063013,The Assassins, Tong que tai,2012, Drama&History,5.5,1870
2624,tt2071441,Dangerous Liaisons, Wi-heom-han gyan-gye,2012, Drama&Mystery&Romance,5.9,1804
2625,tt2071628,The Resistance, Fankang zhe,2011, Action&Adventure&Drama,5.3,1110
2629,tt2072257,The Floating Shadow, The Floating Shadow,2011, Drama&Thriller,7.0,6
2631,tt2075232,One Mile Above, Kora,2011, Adventure&Drama,6.7,247
2633,tt2075261,Bu pa zei dian ji, Bu pa zei dian ji,2011, Drama,3.1,10
2635,tt2076396,Zhong Guo Men (China Gate), Zhong Guo Men (China Gate),2011, Documentary,6.9,19
2640,tt2080418,Lady of the Dynasty, Wang chao de nu ren: Yang Gui Fei,2015, Drama&History&Romance,4.1,534
2643,tt2082510,Survival Song, Xiao li zi,2008, Documentary,7.7,7
2644,tt2084012,The Dragon Knight, Luoke Wangguo! Sheng Long Qishi,2011, Animation,3.2,6
2646,tt2085850,Lost in the Mountains, Kong shanyi,2011, Drama,6.2,6
2647,tt2088024,Yulu, Yulu,2011, Documentary,4.9,14
2648,tt2089720,Old Dog, Khyi rgan,2011, Drama,6.7,79
2650,tt2095602,Who is Undercover, Chuang Xia You Ren,2011, Horror&Thriller,3.9,17
2651,tt2095832,Love on Credit, Xing fu e du,2011, Comedy&Romance,4.6,126
2653,tt2097954,Zhui yu, Zhui yu,1959, Drama,8.0,9
2654,tt2098878,The Western Trunk Line, Xi gan dao,2007, Drama,6.7,11
2656,tt2101352,Fallen City, Fallen City,2011, Documentary&Drama,6.6,38
2657,tt2101518,Da lang tao sha, Da lang tao sha,1964, Drama,6.5,6
2658,tt2102472,White Vengeance, Hong men yan chuan qi,2011, Action&Drama&History,6.2,1742
2659,tt2102502,My Lucky Star, Fei chang xing yun,2013, Action&Adventure&Comedy,5.1,464
2660,tt2105070,Night of an Era, Zai jian wu tuo bang,2009, Documentary,6.4,19
2662,tt2106514,Legendary Amazons, Yang men nu jiang zhi jun ling ru shan,2011, Action,4.4,672
2663,tt2106741,The Bullet Vanishes, Xiao shi de zi dan,2012, Action&Adventure&Drama,6.6,1972
2664,tt2106763,Yu shi shang tong ju, Yu shi shang tong ju,2011, Drama,5.1,60
2665,tt2108511,My Mongolian Mother, E ji,2010, Drama,7.0,8
2666,tt2111347,The Old Donkey, Lao lu tóu,2010, Drama,6.2,6
2667,tt2111368,My Spectacular Theatre, Mang ren dian ying yuan,2010, Drama,6.8,9
2668,tt2111407,The Shaolin Brothers, Shao Lin Si di zi,1983, Action&Adventure,5.4,11
2669,tt2113822,Back to 1942, Yi jiu si er,2012, Drama,6.9,3160
2670,tt2114503,Our Farmland, Wo men de tian ye,1983, Drama,6.8,20
2671,tt2115388,Love is Not Blind, Shi lian 33 tian,2011, Comedy&Drama&Romance,6.5,1526
2672,tt2118727,Speed Angels, Ji su tian shi,2011, Action,4.4,180
2673,tt2118775,Special ID, Te shu shen fen,2013, Action&Crime,5.6,3966
2675,tt2124832,Shattered, Lao tang tou,2011, Documentary,7.6,31
2678,tt2136916,Falling from the Sky, Falling from the Sky,2011, Documentary,8.2,55
2679,tt2137956,City Without Nights, Bu ye cheng,1957, Drama,6.8,6
2682,tt2139953,Graupel Poetry, Graupel Poetry,2013, Drama,6.0,14
2685,tt2150371,The Crossing, The Crossing,2014, Drama&History&Romance,6.1,1528
2686,tt2150394,Kung-Fu Master, Kung-Fu Master,2010, Action,5.5,80
2687,tt2154334,Biao, Biao,1949, Drama,6.6,8
2690,tt2158511,Xiong zhai you ling, Xiong zhai you ling,2002, Horror,4.6,12
2692,tt2165735,Drug War, Du zhan,2012, Action&Crime&Drama,7.0,9502
2693,tt2165907,Lang zai dui men chang shan ge, Lang zai dui men chang shan ge,2011, Drama,6.8,12
2694,tt2167781,Egg and Stone, Jidan he shitou,2012, Drama,6.0,55
2695,tt2168000,Gone with the Bullets, Yi bu zhi yao,2014, Action&Comedy&Drama,5.8,1389
2696,tt2169322,Finding Mr. Right, Bei Jing yu shang Xi Ya Tu,2013, Comedy&Romance,6.4,2343
2697,tt2170536,Repeat I Love You, Ying zi ai ren,2012, Drama&Romance,4.6,98
2698,tt2170573,The Allure of Tears, Qing Cheng Zhi Lei,2011, Drama,5.0,99
2701,tt2176668,Double Xposure, Er ci pu guang,2012, Crime&Drama&Mystery,5.5,402
2703,tt2181220,Bachelor Mountain, Guanggun,2011, Documentary,6.6,12
2710,tt2187209,Wing Chun Xiao Long, Yong chun xiao long,2013, Action&Family,4.3,13
2711,tt2190193,Back to the Sea, Back to the Sea,2012, Animation&Comedy&Family,4.2,196
2712,tt2190280,Any Other Side, Yedian gui tan,2012, Thriller,4.2,67
2713,tt2192624,Lift to Hell, Lift to Hell,2013, Drama&Horror&Mystery,4.7,69
2714,tt2193269,Pleasant Goat and Big Big Wolf 2, Xi Yang Yang Yu Hui Tai Lang Zhi Hu Hu Sheng Wei,2010, Animation,4.9,64
2715,tt2193271,Xi Yang Yang Yu Hui Tai Lang Zhi Kaixin Chuang Long Nian, Xi Yang Yang Yu Hui Tai Lang Zhi Kaixin Chuang Long Nian,2012, Adventure&Animation&Comedy,4.8,51
2716,tt2193273,Pleasant Goat and Big Big Wolf, Xi Yang Yang Yu Hui Tai Lang Zhi Niu Qi Chong Tian,2009, Animation,4.8,86
2720,tt2204340,The Four, Si da ming bu,2012, Action&Crime&Fantasy,5.8,2174
2722,tt2210607,The Break-Up Artist, Fen Shou Da Ren,2014, Comedy,3.6,12
2724,tt2215604,My Airhostess Roommate, My Airhostess Roommate,2009, Comedy&Romance,4.8,32
2726,tt2223140,The Poseidon Project, The Poseidon Project,2013, Adventure&Documentary&History,7.0,17
2727,tt2224445,Lucky Dog, Shi qi shi dai,2012, Comedy&Crime,3.8,11
2728,tt2226377,Sentimental Animal, Gan qing dong wu,2011, Drama,4.6,8
2732,tt2231617,The Next Miracle, Xia yi ge qi ji,2011, Biography&Drama,5.5,12
2735,tt2238032,Skiptrace, Jue di tao wang,2016, Action&Adventure&Comedy,5.7,19537
2738,tt2238995,Blood Stained Shoes, Xiu hua xie,2012, Horror,4.9,122
2740,tt2244098,Ci chu yu bi chu, Ci chu yu bi chu,2012, Drama,6.2,94
2742,tt2248789,Crazy Dinner Party, Fan Ju Ye Feng Kuang,2012, Comedy&Drama,4.7,88
2744,tt2249207,I Do, Wo Yuan Yi,2012, Comedy&Romance,5.6,218
2745,tt2258443,Lees Adventure, Lees Adventure,2011, Drama&Fantasy&Romance,6.0,130
2746,tt2259360,Caught in the Web, Sou suo,2012, Drama,6.5,960
2751,tt2271555,The Second Woman, Qing mi,2012, Drama&Romance&Thriller,5.2,211
2752,tt2273470,Beijing Blues, Beijing Blues,2012, Action&Crime,6.5,262
2754,tt2275080,McDull: Pork of Music, Mak Dau dong dong poon ngo sum,2012, Animation&Comedy,6.6,244
2755,tt2278392,American Dreams in China, Zhong Guo he huo ren,2013, Drama,7.0,2167
2756,tt2283336,Men in Black: International, Men in Black: International,2019, Action&Adventure&Comedy,5.6,112900
2758,tt2290567,Once Upon a Time in Shanghai, E zhan,2014, Action&Crime,6.8,1884
2759,tt2290645,Design of Death, Sha sheng,2012, Drama&Mystery,6.5,481
2764,tt2296404,Tai Chi 2: The Hero Rises, Tai ji 2: Ying xiong jue qi,2012, Action&Adventure,6.2,3337
2765,tt2296692,First Time, Di yi ci,2012, Drama&Romance,6.5,431
2766,tt2300438,Fly with the Crane, Fly with the Crane,2012, Drama,6.2,78
2769,tt2304741,Lei yu, Lei yu,1984, Drama,7.0,31
2771,tt2319805,Cold Steel, Bian di lang yan,2011, Action,6.5,95
2773,tt2321299,Crazy Foolish Thieves, Feng Kuang De Chun Zei,2012, Comedy&Crime,3.4,10
2774,tt2321373,Marry a Perfect Man, Jia ge 100 fen nan ren,2012, Comedy&Romance,4.4,70
2775,tt2321661,Truth or Dare, Zhen Xin Hua Da Mao Xian,2012, Comedy&Romance,4.8,12
2776,tt2321663,Chong zhen jing wu men, Chong zhen jing wu men,1998, Action,5.7,6
2778,tt2332516,Memories Look at Me, Ji yi wang zhe wo,2012, Drama,6.3,59
2779,tt2332754,Mama Rainbow, Mama Rainbow,2012, Documentary&Family,7.6,17
2780,tt2334350,The Incredible Truth, Ren jian zheng fa,2013, Horror,3.4,104
2782,tt2335766,The Cockfighters, The Cockfighters,2012, Drama,6.1,7
2785,tt2343633,The Camels Dance, Luo tuo xian wu,1935, Animation,5.2,6
2786,tt2346354,Yugo and Lala, Yugo and Lala,2012, Adventure&Animation&Fantasy,6.2,23
2787,tt2347782,Animen: The Galactic Battle, Animen: The Galactic Battle,2012, Adventure&Animation&Sci-Fi,3.7,51
2788,tt2351128,Ever Loving Ocean of Blues, Lan diao hai zhi lian,2012, Drama&Romance,5.3,6
2790,tt2354196,Croczilla, Bai wan ju e,2012, Action&Adventure&Comedy,4.2,717
2791,tt2355497,Beijing 2003, Beijing 2003,2004, Documentary,7.7,20
2792,tt2355551,Ordos 100, Eerduosi 100,2012, Documentary,6.3,6
2793,tt2355571,So Sorry, Fei chang yi han,2012, Documentary,6.7,16
2794,tt2355695,Disturbing the Peace, Lao ma ti hua,2009, Documentary,7.9,30
2795,tt2355935,Fairytale, Tong hua,2008, Documentary,7.5,8
2796,tt2357023,The Unfortunate Car, Che Zai Jiong Tu,2012, Comedy,3.2,36
2797,tt2361586,The Lion Roars 2, He dong shi hou 2,2012, Comedy,3.7,108
2798,tt2363421,The Chrysalis, Nü yong,2012, Drama&Horror&Mystery,5.6,130
2799,tt2365970,Xiong mao da xia, Xiong mao da xia,2009, Comedy,3.1,29
2800,tt2367704,Tian jin xian ren, Tian jin xian ren,2012, Drama,8.0,17
2801,tt2369127,Mystery, Fu cheng mi shi,2012, Crime&Drama,6.5,1010
2802,tt2370394,Beijing Flickers, You-Zhong,2012, Drama,6.3,86
2804,tt2371411,Painted Skin: The Resurrection, Hua pi 2,2012, Fantasy&Mystery&Romance,6.2,3201
2806,tt2374914,You Deserve to Be Single, Huo gai ni dan shen,2010, Comedy&Drama&Romance,7.2,67
2808,tt2378467,Song of Silence, Yang mei zhou,2012, Drama,6.7,50
2809,tt2379356,Fen Shi Ren, Fen Shi Ren,2012, Drama,5.7,12
2811,tt2381300,Latitude 52, Lao shao qia,2012, Drama,7.3,6
2812,tt2385033,Close Encounter of Mahjong, Ju zhong ju,2011, Crime,6.0,7
2813,tt2385138,Lethal Hostage, Bian jing feng yun,2012, Crime&Drama&Thriller,6.9,378
2817,tt2393829,Guns and Roses, Huang jin da jie an,2012, Drama,5.9,583
2819,tt2400407,Eastern Bandits, Pi fu,2012, Drama&History,5.3,183
2820,tt2401013,Full Circle, Fei yue lao ren yuan,2012, Drama,6.6,174
2821,tt2401825,Forever Young, Wu wen xi dong,2018, Drama,6.4,940
2823,tt2407364,Dr. Mas Country Clinic, Ma dai fu de zhen suo,2008, Documentary,7.0,6
2824,tt2415536,Great Rescue, Fei chang ying jiu,2012, Drama&Thriller,4.7,9
2825,tt2419990,Lotus, Xiao he,2012, Drama,6.2,26
2827,tt2425294,All Apologies, Ai de ti shen,2012, Drama,6.2,18
2828,tt2431406,Emperor Visits the Hell, Tang huang you difu,2012, Drama,5.2,64
2829,tt2435870,Scheme with Me, Shuang cheng ji zhong ji,2012, Comedy&Western,6.7,52
2834,tt2452990,Paper Airplanes, Zhi fei ji,2001, Documentary,6.7,21
2838,tt2455762,Flying with You, Yi qi fei,2012, Romance,4.7,21
2839,tt2456494,Good-for-Nothing Heros, Hai dao le yuan,2012, Comedy,5.3,16
2840,tt2456524,Happiness Me Too, Xing fu mi tu,2012, Romance,5.0,13
2841,tt2457170,Happy Hotel, Le fan tian,2012, Comedy,4.5,13
2842,tt2457206,Holding Love, Holding Love,2012, Romance,4.3,65
2843,tt2457228,If I Were You, Bian shen nan nv,2012, Comedy&Drama&Fantasy,5.8,36
2844,tt2457980,In-Laws New Year, In-Laws New Year,2012, Comedy,4.4,21
2845,tt2458022,Jack of All Trades, Jack of All Trades,2012, Comedy,4.2,8
2847,tt2458194,Just for Fun, Just for Fun,2012, Comedy,6.1,12
2848,tt2458216,Just Try Me, Guan yu ai qing he na xie mo gui,2012, Romance,6.6,8
2849,tt2458256,Lacuna, Zui hou yi ye,2012, Drama&Romance,5.8,97
2851,tt2458444,Laugh and Cry Forbidden, Laugh and Cry Forbidden,2012, Comedy,4.7,7
2853,tt2458968,China Concerto, China Concerto,2012, Documentary&History,7.3,7
2854,tt2459022,Lost in Thailand, Ren zai jiong tu: Tai jiong,2012, Adventure&Comedy&Drama,6.2,3079
2855,tt2459224,Love on That Day, Love on That Day,2012, Romance,6.1,43
2856,tt2459266,Matters of Life and Death, Matters of Life and Death,2012, Documentary,7.2,6
2857,tt2459282,Meet the In-Laws, Gao ding yue fu da ren,2012, Comedy,5.6,129
2858,tt2459364,Midnight Microblog, Wu ye wei bo,2012, Horror,4.4,11
2859,tt2459484,Rhapsody of Marriage, Rhapsody of Marriage,2012, Romance,4.4,5
2861,tt2460394,Sad Fairy Tale, Shang xin tong hua,2012, Romance,5.9,39
2863,tt2460488,Switch, Tian ji: Fu chun shan ju tu,2013, Action&Adventure&Crime,2.3,1735
2864,tt2460590,Threads of Time, Threads of Time,2012, Drama,6.9,55
2865,tt2460612,Time Flies Soundlessly, Time Flies Soundlessly,2012, Drama,5.7,7
2866,tt2460634,To Forgive, Cha wu ci ren,2012, Mystery,4.3,9
2867,tt2460656,Ultra Reinforcement, Chao shi kong jiu bing,2012, Fantasy,5.7,34
2869,tt2460762,Who in the Mirror, Ban ye bu yao zhao jing zi,2012, Horror&Thriller,4.8,20
2870,tt2460768,Whoever, Ai shei shei,2012, Romance,6.8,11
2871,tt2460860,The Zodiac Mystery, Shi er xing zuo li qi shi jian,2012, Horror,4.5,32
2872,tt2461124,The Road to Fame, The Road to Fame,2013, Documentary&Music&Musical,7.5,44
2875,tt2471264,Big Big Man, Big Big Man,2011, Comedy,4.0,5
2876,tt2471282,A Big Deal, Ju e jiao yi,2011, Comedy,2.9,16
2877,tt2471946,Follow Follow, Follow Follow,2012, Drama,5.9,12
2878,tt2472668,Cai li fu quan, Cai li fu quan,2011, Action&Comedy,4.4,26
2879,tt2473462,Love Shock, Love Shock,2011, Comedy,4.5,6
2880,tt2473516,Nightmare, Wu ye xiong meng,2011, Horror,5.6,12
